"","Yr","Mnt","Day","SagOrig","PentOrig","S"
"1",1966,5,1,89.6,91.7,TRUE
"2",1966,5,2,91,94,TRUE
"3",1966,5,3,92.5,92.38,TRUE
"4",1966,5,4,92.7,90.75,TRUE
"5",1966,5,5,90.3,89.12,TRUE
"6",1966,5,6,87.1,87.5,TRUE
"7",1966,5,7,90,89.8,TRUE
"8",1966,5,8,86.4,87.8,TRUE
"9",1966,5,9,84,87.6,TRUE
"10",1966,5,10,86,86.6,TRUE
"11",1966,5,11,86.9,88.4,TRUE
"12",1966,5,12,87.9,92.6,TRUE
"13",1966,5,13,89.4,92.9,TRUE
"14",1966,5,14,89.4,97.2,TRUE
"15",1966,5,15,92.4,99.3,TRUE
"16",1966,5,16,94.5,100.1,TRUE
"17",1966,5,17,93.6,98.9,TRUE
"18",1966,5,18,92.1,98.7,TRUE
"19",1966,5,19,101.5,107.1,TRUE
"20",1966,5,20,106.2,115.5,TRUE
"21",1966,5,21,106.9,123.6,TRUE
"22",1966,5,22,109.8,121.1,TRUE
"23",1966,5,23,104,113.9,TRUE
"24",1966,5,24,102.5,117.7,TRUE
"25",1966,5,25,101.7,115.1,TRUE
"26",1966,5,26,105.2,112.3,TRUE
"27",1966,5,27,102,108.4,TRUE
"28",1966,5,28,99.6,107.5,TRUE
"29",1966,5,29,99.9,106,TRUE
"30",1966,5,30,96.9,101.5,TRUE
"31",1966,5,31,105.1,105.6,TRUE
"32",1966,6,1,106.3,104.8,TRUE
"33",1966,6,2,103,103.9,TRUE
"34",1966,6,3,100,102.6,TRUE
"35",1966,6,4,98.5,102,TRUE
"36",1966,6,5,97.5,101.6,TRUE
"37",1966,6,6,97.6,101.9,TRUE
"38",1966,6,7,95.2,96.9,TRUE
"39",1966,6,8,98.5,99.5,TRUE
"40",1966,6,9,97.2,98.8,TRUE
"41",1966,6,10,96.6,96.8,TRUE
"42",1966,6,11,94.2,96.1,TRUE
"43",1966,6,12,91.7,95.9,TRUE
"44",1966,6,13,96.3,96,TRUE
"45",1966,6,14,93.3,96.9,TRUE
"46",1966,6,15,92.6,94.7,TRUE
"47",1966,6,16,93.1,97.9,TRUE
"48",1966,6,17,98.4,99.5,TRUE
"49",1966,6,18,91.8,98.2,TRUE
"50",1966,6,19,90.9,96.9,TRUE
"51",1966,6,20,92,94.3,TRUE
"52",1966,6,21,93.3,93.5,TRUE
"53",1966,6,22,93.7,96.1,TRUE
"54",1966,6,23,96.7,99.2,TRUE
"55",1966,6,24,96.7,103.5,TRUE
"56",1966,6,25,110,104.9,TRUE
"57",1966,6,26,108.5,105.5,TRUE
"58",1966,6,27,94.5,100.8,TRUE
"59",1966,6,28,94.2,101.4,TRUE
"60",1966,6,29,96,99.7,TRUE
"61",1966,6,30,97.8,100.7,TRUE
"62",1966,7,1,98.4,100,TRUE
"63",1966,7,2,95.9,98.2,TRUE
"64",1966,7,3,97.8,99.2,TRUE
"65",1966,7,4,100.2,104.8,TRUE
"66",1966,7,5,99.1,105,TRUE
"67",1966,7,6,112.7,109.7,TRUE
"68",1966,7,7,107.5,112.6,TRUE
"69",1966,7,8,107.6,114.3,TRUE
"70",1966,7,9,100.6,107.8,TRUE
"71",1966,7,10,104.6,108.1,TRUE
"72",1966,7,11,101.2,108.9,TRUE
"73",1966,7,12,96.1,102.7,TRUE
"74",1966,7,13,93.9,100.4,TRUE
"75",1966,7,14,95.4,99.8,TRUE
"76",1966,7,15,96.6,101.1,TRUE
"77",1966,7,16,98.4,102.8,TRUE
"78",1966,7,17,96.3,101.2,TRUE
"79",1966,7,18,95.4,101.3,TRUE
"80",1966,7,19,97.3,101.5,TRUE
"81",1966,7,20,102,101.8,TRUE
"82",1966,7,21,99.2,103.7,TRUE
"83",1966,7,22,103.9,106.5,TRUE
"84",1966,7,23,110,114.9,TRUE
"85",1966,7,24,115,120.6,TRUE
"86",1966,7,25,122,126,TRUE
"87",1966,7,26,126,127.6,TRUE
"88",1966,7,27,122.7,123.8,TRUE
"89",1966,7,28,-99.9,124.2,FALSE
"90",1966,7,29,-99.9,132.8,FALSE
"91",1966,7,30,123.9,128,TRUE
"92",1966,7,31,121.1,124.6,TRUE
"93",1966,8,1,117.4,125.9,TRUE
"94",1966,8,2,117.5,119.5,TRUE
"95",1966,8,3,119.8,118.2,TRUE
"96",1966,8,4,116,116,TRUE
"97",1966,8,5,106,110.5,TRUE
"98",1966,8,6,102,105.9,TRUE
"99",1966,8,7,97.3,101.5,TRUE
"100",1966,8,8,-99.9,97.7,FALSE
"101",1966,8,9,93,96.4,TRUE
"102",1966,8,10,90.5,94.3,TRUE
"103",1966,8,11,88.5,92.5,TRUE
"104",1966,8,12,90.4,92.8,TRUE
"105",1966,8,13,93.4,93.2,TRUE
"106",1966,8,14,90.6,92.8,TRUE
"107",1966,8,15,96.8,93.6,TRUE
"108",1966,8,16,96.8,95.1,TRUE
"109",1966,8,17,94,96.7,TRUE
"110",1966,8,18,94.6,97.4,TRUE
"111",1966,8,19,95.9,100,TRUE
"112",1966,8,20,99.2,101.5,TRUE
"113",1966,8,21,100,102.7,TRUE
"114",1966,8,22,102.3,105.4,TRUE
"115",1966,8,23,116.4,114.7,TRUE
"116",1966,8,24,123.5,122,TRUE
"117",1966,8,25,125.1,126.2,TRUE
"118",1966,8,26,127,130.2,TRUE
"119",1966,8,27,130.6,133.4,TRUE
"120",1966,8,28,135,132.6,TRUE
"121",1966,8,29,122.6,129.8,TRUE
"122",1966,8,30,120.7,126.2,TRUE
"123",1966,8,31,115.2,120.9,TRUE
"124",1966,9,1,108.9,116.6,TRUE
"125",1966,9,2,102.1,106.2,TRUE
"126",1966,9,3,101.7,103.2,TRUE
"127",1966,9,4,-99.9,101.9,FALSE
"128",1966,9,5,-99.9,100.5,FALSE
"129",1966,9,6,93.1,97.9,TRUE
"130",1966,9,7,94.6,95.8,TRUE
"131",1966,9,8,94.6,96.2,TRUE
"132",1966,9,9,94,95.3,TRUE
"133",1966,9,10,94.4,93.9,TRUE
"134",1966,9,11,98.1,96.7,TRUE
"135",1966,9,12,102,100.8,TRUE
"136",1966,9,13,-99.9,102.3,FALSE
"137",1966,9,14,-99.9,107.2,FALSE
"138",1966,9,15,-99.9,112,FALSE
"139",1966,9,16,-99.9,124.6,FALSE
"140",1966,9,17,128,129.1,TRUE
"141",1966,9,18,135,142.6,TRUE
"142",1966,9,19,144,146.6,TRUE
"143",1966,9,20,140,146.1,TRUE
"144",1966,9,21,134,137.1,TRUE
"145",1966,9,22,128,131.5,TRUE
"146",1966,9,23,129,127.4,TRUE
"147",1966,9,24,124.6,126,TRUE
"148",1966,9,25,116,118.8,TRUE
"149",1966,9,26,111.4,109.4,TRUE
"150",1966,9,27,115.2,102.9,TRUE
"151",1966,9,28,96.5,97.9,TRUE
"152",1966,9,29,98.5,98.6,TRUE
"153",1966,9,30,93.4,95.6,TRUE
"154",1966,10,1,-99.9,101.4,FALSE
"155",1966,10,2,-99.9,102,FALSE
"156",1966,10,3,101.1,103.2,TRUE
"157",1966,10,4,103.1,100.6,TRUE
"158",1966,10,5,102,100,TRUE
"159",1966,10,6,106.3,101.9,TRUE
"160",1966,10,7,104.2,103,TRUE
"161",1966,10,8,98.5,99.4,TRUE
"162",1966,10,9,103.6,103.5,TRUE
"163",1966,10,10,105,106.5,TRUE
"164",1966,10,11,-99.9,109.9,FALSE
"165",1966,10,12,-99.9,114.8,FALSE
"166",1966,10,13,-99.9,122.8,FALSE
"167",1966,10,14,-99.9,120.2,FALSE
"168",1966,10,15,118.1,120.6,TRUE
"169",1966,10,16,118.7,120.4,TRUE
"170",1966,10,17,120.5,120.5,TRUE
"171",1966,10,18,119.6,118.6,TRUE
"172",1966,10,19,118,115.5,TRUE
"173",1966,10,20,118.8,124.1,TRUE
"174",1966,10,21,120,120.9,TRUE
"175",1966,10,22,119.1,119.8,TRUE
"176",1966,10,23,104.7,111,TRUE
"177",1966,10,24,101.6,106.1,TRUE
"178",1966,10,25,99.2,100.8,TRUE
"179",1966,10,26,95.6,97.7,TRUE
"180",1966,10,27,90.5,92,TRUE
"181",1966,10,28,91.6,94.1,TRUE
"182",1966,10,29,97.9,99.7,TRUE
"183",1966,10,30,100.3,95.7,TRUE
"184",1966,10,31,99.1,97.1,TRUE
"185",1966,11,1,94.3,94.5,TRUE
"186",1966,11,2,95.8,96.7,TRUE
"187",1966,11,3,94,93.1,TRUE
"188",1966,11,4,93.8,91.7,TRUE
"189",1966,11,5,95.4,97.9,TRUE
"190",1966,11,6,104.1,104.7,TRUE
"191",1966,11,7,113,113.4,TRUE
"192",1966,11,8,117,117,TRUE
"193",1966,11,9,118.3,117.2,TRUE
"194",1966,11,10,121.7,122,TRUE
"195",1966,11,11,126.3,126.1,TRUE
"196",1966,11,12,132.4,126.3,TRUE
"197",1966,11,13,126.9,126.4,TRUE
"198",1966,11,14,129,124,TRUE
"199",1966,11,15,127.2,122.7,TRUE
"200",1966,11,16,124.3,121.1,TRUE
"201",1966,11,17,118.2,113.3,TRUE
"202",1966,11,18,114.9,113.4,TRUE
"203",1966,11,19,114.8,111,TRUE
"204",1966,11,20,113.1,110.9,TRUE
"205",1966,11,21,112.9,110.6,TRUE
"206",1966,11,22,116,116.5,TRUE
"207",1966,11,23,115.5,114.6,TRUE
"208",1966,11,24,111.9,113.8,TRUE
"209",1966,11,25,111.8,110.8,TRUE
"210",1966,11,26,112.7,107.3,TRUE
"211",1966,11,27,116.7,111.2,TRUE
"212",1966,11,28,107.9,104.1,TRUE
"213",1966,11,29,100,98,TRUE
"214",1966,11,30,99.1,94.6,TRUE
"215",1966,12,1,94.1,92.3,TRUE
"216",1966,12,2,97.7,95,TRUE
"217",1966,12,3,99,98.7,TRUE
"218",1966,12,4,109.9,104.8,TRUE
"219",1966,12,5,124.2,110.9,TRUE
"220",1966,12,6,122.8,115.6,TRUE
"221",1966,12,7,126.6,117.7,TRUE
"222",1966,12,8,128.4,123.7,TRUE
"223",1966,12,9,138.2,146.2,TRUE
"224",1966,12,10,157,157.3,TRUE
"225",1966,12,11,162.6,162.9,TRUE
"226",1966,12,12,159.5,157.7,TRUE
"227",1966,12,13,166.9,155.5,TRUE
"228",1966,12,14,160.4,149.5,TRUE
"229",1966,12,15,152.5,144.8,TRUE
"230",1966,12,16,146.4,135.2,TRUE
"231",1966,12,17,128.3,124.9,TRUE
"232",1966,12,18,113,111.2,TRUE
"233",1966,12,19,117.9,112.3,TRUE
"234",1966,12,20,114.3,107.6,TRUE
"235",1966,12,21,108.8,106.4,TRUE
"236",1966,12,22,108.4,105.5,TRUE
"237",1966,12,23,109.6,110.7,TRUE
"238",1966,12,24,112.3,110.6,TRUE
"239",1966,12,25,-99.9,111.6,FALSE
"240",1966,12,26,-99.9,110.9,FALSE
"241",1966,12,27,113.2,109.6,TRUE
"242",1966,12,28,115.8,107.5,TRUE
"243",1966,12,29,111,109.3,TRUE
"244",1966,12,30,120.6,115.1,TRUE
"245",1966,12,31,124.7,120.5,TRUE
"246",1967,1,1,129.1,124.4,TRUE
"247",1967,1,2,149.3,143,TRUE
"248",1967,1,3,165.7,154,TRUE
"249",1967,1,4,168.5,160.7,TRUE
"250",1967,1,5,176.4,168.2,TRUE
"251",1967,1,6,168.7,160.5,TRUE
"252",1967,1,7,162.8,153.7,TRUE
"253",1967,1,8,144,142.9,TRUE
"254",1967,1,9,146.1,144.7,TRUE
"255",1967,1,10,152.7,145.7,TRUE
"256",1967,1,11,141.8,139.9,TRUE
"257",1967,1,12,140.3,139.2,TRUE
"258",1967,1,13,139.9,138.2,TRUE
"259",1967,1,14,137.7,135.3,TRUE
"260",1967,1,15,124.5,126.7,TRUE
"261",1967,1,16,124.5,120.2,TRUE
"262",1967,1,17,116.6,116.9,TRUE
"263",1967,1,18,119.6,117.4,TRUE
"264",1967,1,19,128.9,116.5,TRUE
"265",1967,1,20,136.8,127,TRUE
"266",1967,1,21,142.1,138.3,TRUE
"267",1967,1,22,145.2,139.9,TRUE
"268",1967,1,23,149.6,148.8,TRUE
"269",1967,1,24,144.9,146.8,TRUE
"270",1967,1,25,148.2,142.8,TRUE
"271",1967,1,26,149.9,154.3,TRUE
"272",1967,1,27,156.2,158.3,TRUE
"273",1967,1,28,157.5,156.2,TRUE
"274",1967,1,29,162.3,158.2,TRUE
"275",1967,1,30,167.2,159.1,TRUE
"276",1967,1,31,158.8,156.4,TRUE
"277",1967,2,1,159.4,151.6,TRUE
"278",1967,2,2,151.4,143.6,TRUE
"279",1967,2,3,142.7,138.9,TRUE
"280",1967,2,4,145,137.3,TRUE
"281",1967,2,5,146.6,146.8,TRUE
"282",1967,2,6,161.6,148.9,TRUE
"283",1967,2,7,176.1,162.5,TRUE
"284",1967,2,8,158,148.3,TRUE
"285",1967,2,9,151,146,TRUE
"286",1967,2,10,148.4,140.5,TRUE
"287",1967,2,11,135.5,133.8,TRUE
"288",1967,2,12,143.1,133,TRUE
"289",1967,2,13,138,130,TRUE
"290",1967,2,14,130.4,129.2,TRUE
"291",1967,2,15,121.6,126.6,TRUE
"292",1967,2,16,115.4,125,TRUE
"293",1967,2,17,124.2,122.3,TRUE
"294",1967,2,18,126.4,124.2,TRUE
"295",1967,2,19,120.6,121.1,TRUE
"296",1967,2,20,126.1,128.6,TRUE
"297",1967,2,21,128,131.9,TRUE
"298",1967,2,22,143.3,146.1,TRUE
"299",1967,2,23,148,149.3,TRUE
"300",1967,2,24,151.3,162.3,TRUE
"301",1967,2,25,165.3,159.5,TRUE
"302",1967,2,26,172,173.4,TRUE
"303",1967,2,27,168.8,176.7,TRUE
"304",1967,2,28,167.4,180.3,TRUE
"305",1967,3,1,200.4,194.2,TRUE
"306",1967,3,2,205.2,197.7,TRUE
"307",1967,3,3,199.9,196.4,TRUE
"308",1967,3,4,206.2,205.8,TRUE
"309",1967,3,5,190.6,179.2,TRUE
"310",1967,3,6,180.5,177.3,TRUE
"311",1967,3,7,164.1,163.8,TRUE
"312",1967,3,8,154,156,TRUE
"313",1967,3,9,153.2,158,TRUE
"314",1967,3,10,140.2,148.4,TRUE
"315",1967,3,11,131.4,141.7,TRUE
"316",1967,3,12,128.7,134.2,TRUE
"317",1967,3,13,125.2,129.2,TRUE
"318",1967,3,14,122.3,127.1,TRUE
"319",1967,3,15,130.8,132.5,TRUE
"320",1967,3,16,129.6,132,TRUE
"321",1967,3,17,134.6,132.6,TRUE
"322",1967,3,18,134.3,132.2,TRUE
"323",1967,3,19,132.9,135.9,TRUE
"324",1967,3,20,135.2,140.4,TRUE
"325",1967,3,21,142.6,147.1,TRUE
"326",1967,3,22,151.4,149.6,TRUE
"327",1967,3,23,159,155.6,TRUE
"328",1967,3,24,154.5,161.9,TRUE
"329",1967,3,25,157.1,169.2,TRUE
"330",1967,3,26,168.4,163.8,TRUE
"331",1967,3,27,164.2,162.8,TRUE
"332",1967,3,28,175.5,180.7,TRUE
"333",1967,3,29,179.9,178.5,TRUE
"334",1967,3,30,171.9,175.8,TRUE
"335",1967,3,31,158.4,167.7,TRUE
"336",1967,4,1,148.7,158.6,TRUE
"337",1967,4,2,129.6,141.1,TRUE
"338",1967,4,3,124.3,133.3,TRUE
"339",1967,4,4,123.7,125,TRUE
"340",1967,4,5,117.2,122.1,TRUE
"341",1967,4,6,120.6,119,TRUE
"342",1967,4,7,128,126.3,TRUE
"343",1967,4,8,130.2,135.7,TRUE
"344",1967,4,9,128.9,133.4,TRUE
"345",1967,4,10,121.3,130.3,TRUE
"346",1967,4,11,128.9,131.1,TRUE
"347",1967,4,12,125,129.9,TRUE
"348",1967,4,13,119.8,126.8,TRUE
"349",1967,4,14,118.6,133.5,TRUE
"350",1967,4,15,122.7,124,TRUE
"351",1967,4,16,125.9,126.1,TRUE
"352",1967,4,17,121.8,125.9,TRUE
"353",1967,4,18,123.9,128.5,TRUE
"354",1967,4,19,126.9,126.6,TRUE
"355",1967,4,20,120.4,127.1,TRUE
"356",1967,4,21,125,134,TRUE
"357",1967,4,22,131.5,131.5,TRUE
"358",1967,4,23,123.8,128,TRUE
"359",1967,4,24,127.3,130.5,TRUE
"360",1967,4,25,126.9,132.9,TRUE
"361",1967,4,26,118.8,125.4,TRUE
"362",1967,4,27,124,129.1,TRUE
"363",1967,4,28,129.1,135,TRUE
"364",1967,4,29,129.7,137.4,TRUE
"365",1967,4,30,126.8,135.3,TRUE
"366",1967,5,1,127.9,136.6,TRUE
"367",1967,5,2,129.1,131.8,TRUE
"368",1967,5,3,123.6,126.4,TRUE
"369",1967,5,4,120.3,125.8,TRUE
"370",1967,5,5,120.3,128,TRUE
"371",1967,5,6,120.9,122.8,TRUE
"372",1967,5,7,118.7,119.7,TRUE
"373",1967,5,8,113,116.9,TRUE
"374",1967,5,9,108.9,113.7,TRUE
"375",1967,5,10,103.6,109.4,TRUE
"376",1967,5,11,100,106.1,TRUE
"377",1967,5,12,100.4,109.7,TRUE
"378",1967,5,13,96.9,107.3,TRUE
"379",1967,5,14,100.7,108.6,TRUE
"380",1967,5,15,105.5,111,TRUE
"381",1967,5,16,106.5,113.1,TRUE
"382",1967,5,17,109.6,115.4,TRUE
"383",1967,5,18,116.9,124.7,TRUE
"384",1967,5,19,130.9,135.5,TRUE
"385",1967,5,20,136.9,146.3,TRUE
"386",1967,5,21,161.8,160.2,TRUE
"387",1967,5,22,183.7,182.7,TRUE
"388",1967,5,23,200.2,193.9,TRUE
"389",1967,5,24,202.1,200.8,TRUE
"390",1967,5,25,209.5,210.7,TRUE
"391",1967,5,26,229.2,218.8,TRUE
"392",1967,5,27,213.6,213.8,TRUE
"393",1967,5,28,198.4,202.6,TRUE
"394",1967,5,29,183.2,188.2,TRUE
"395",1967,5,30,172.8,177.4,TRUE
"396",1967,5,31,175,175.4,TRUE
"397",1967,6,1,162.9,174.5,TRUE
"398",1967,6,2,145.9,158,TRUE
"399",1967,6,3,136.1,150.4,TRUE
"400",1967,6,4,142.3,148.4,TRUE
"401",1967,6,5,127.2,138.7,TRUE
"402",1967,6,6,115.6,130.5,TRUE
"403",1967,6,7,106.7,119.1,TRUE
"404",1967,6,8,100.2,110.2,TRUE
"405",1967,6,9,89.3,103.7,TRUE
"406",1967,6,10,79.7,97.1,TRUE
"407",1967,6,11,80.5,96.9,TRUE
"408",1967,6,12,82.7,96.5,TRUE
"409",1967,6,13,86.5,99.7,TRUE
"410",1967,6,14,89,103.8,TRUE
"411",1967,6,15,92,107.2,TRUE
"412",1967,6,16,92.9,111.8,TRUE
"413",1967,6,17,95.9,112,TRUE
"414",1967,6,18,109.1,115.3,TRUE
"415",1967,6,19,105.6,118.9,TRUE
"416",1967,6,20,105.6,121.2,TRUE
"417",1967,6,21,109.6,122.9,TRUE
"418",1967,6,22,112.2,129.6,TRUE
"419",1967,6,23,121,133.2,TRUE
"420",1967,6,24,108.3,132.4,TRUE
"421",1967,6,25,106.6,133.2,TRUE
"422",1967,6,26,104.3,127.7,TRUE
"423",1967,6,27,108.3,131.4,TRUE
"424",1967,6,28,114,136.6,TRUE
"425",1967,6,29,114.2,133.3,TRUE
"426",1967,6,30,116.3,126.1,TRUE
"427",1967,7,1,105.2,125,TRUE
"428",1967,7,2,104.6,125.7,TRUE
"429",1967,7,3,110.4,129.5,TRUE
"430",1967,7,4,108.4,127.2,TRUE
"431",1967,7,5,105.7,123.6,TRUE
"432",1967,7,6,101.7,116.6,TRUE
"433",1967,7,7,98.6,116,TRUE
"434",1967,7,8,90.8,111.7,TRUE
"435",1967,7,9,94.3,109.7,TRUE
"436",1967,7,10,93.6,105.7,TRUE
"437",1967,7,11,93.2,107.1,TRUE
"438",1967,7,12,91.6,106.1,TRUE
"439",1967,7,13,94.7,113.9,TRUE
"440",1967,7,14,105.2,122.4,TRUE
"441",1967,7,15,110.5,127.6,TRUE
"442",1967,7,16,107.3,130.1,TRUE
"443",1967,7,17,106.6,129.6,TRUE
"444",1967,7,18,113.1,131.3,TRUE
"445",1967,7,19,107.1,128.6,TRUE
"446",1967,7,20,114.7,135.5,TRUE
"447",1967,7,21,114.9,140.3,TRUE
"448",1967,7,22,122.6,152.4,TRUE
"449",1967,7,23,129.9,161.8,TRUE
"450",1967,7,24,143.3,176.3,TRUE
"451",1967,7,25,156.1,195.4,TRUE
"452",1967,7,26,153.3,199.8,TRUE
"453",1967,7,27,162.5,213.3,TRUE
"454",1967,7,28,181.7,213.1,TRUE
"455",1967,7,29,181.9,215.6,TRUE
"456",1967,7,30,164.6,211.5,TRUE
"457",1967,7,31,150.5,189,TRUE
"458",1967,8,1,148.8,176.7,TRUE
"459",1967,8,2,136.5,166.7,TRUE
"460",1967,8,3,133.6,163.4,TRUE
"461",1967,8,4,127.6,149.4,TRUE
"462",1967,8,5,128.5,155.4,TRUE
"463",1967,8,6,128.5,155.3,TRUE
"464",1967,8,7,116.7,150.2,TRUE
"465",1967,8,8,119.7,143.4,TRUE
"466",1967,8,9,113.6,141.2,TRUE
"467",1967,8,10,113.1,136.7,TRUE
"468",1967,8,11,113.1,136.2,TRUE
"469",1967,8,12,119.3,138.9,TRUE
"470",1967,8,13,119.2,137.5,TRUE
"471",1967,8,14,106.5,130,TRUE
"472",1967,8,15,99.9,127.4,TRUE
"473",1967,8,16,103.8,133,TRUE
"474",1967,8,17,115.4,148.3,TRUE
"475",1967,8,18,123.7,157,TRUE
"476",1967,8,19,137.6,172.3,TRUE
"477",1967,8,20,135,172.9,TRUE
"478",1967,8,21,145.4,178.9,TRUE
"479",1967,8,22,141.9,178.5,TRUE
"480",1967,8,23,148.3,178.4,TRUE
"481",1967,8,24,141.2,169.9,TRUE
"482",1967,8,25,135.4,170.7,TRUE
"483",1967,8,26,136.7,172.1,TRUE
"484",1967,8,27,136.4,171.2,TRUE
"485",1967,8,28,-99.9,170,FALSE
"486",1967,8,29,-99.9,172.6,FALSE
"487",1967,8,30,130,164.1,TRUE
"488",1967,8,31,132.3,165.7,TRUE
"489",1967,9,1,150.3,160.6,TRUE
"490",1967,9,2,146.9,156.5,TRUE
"491",1967,9,3,138.2,147.1,TRUE
"492",1967,9,4,133,140.9,TRUE
"493",1967,9,5,122.3,138.7,TRUE
"494",1967,9,6,120.8,133.8,TRUE
"495",1967,9,7,118.9,128.4,TRUE
"496",1967,9,8,120.5,133.9,TRUE
"497",1967,9,9,120.1,131.6,TRUE
"498",1967,9,10,117.6,133.6,TRUE
"499",1967,9,11,118.3,131.8,TRUE
"500",1967,9,12,118.4,131.6,TRUE
"501",1967,9,13,115.9,127.5,TRUE
"502",1967,9,14,113.8,127.9,TRUE
"503",1967,9,15,117.1,130.4,TRUE
"504",1967,9,16,108.8,126.3,TRUE
"505",1967,9,17,110.5,126.7,TRUE
"506",1967,9,18,114.5,128.8,TRUE
"507",1967,9,19,115.3,127.7,TRUE
"508",1967,9,20,119.4,130.7,TRUE
"509",1967,9,21,116.6,126.6,TRUE
"510",1967,9,22,112.7,124.6,TRUE
"511",1967,9,23,111.5,123.7,TRUE
"512",1967,9,24,121,131.8,TRUE
"513",1967,9,25,122.4,134.1,TRUE
"514",1967,9,26,124.6,134.4,TRUE
"515",1967,9,27,127.4,137.4,TRUE
"516",1967,9,28,122.8,134.6,TRUE
"517",1967,9,29,119.8,131.7,TRUE
"518",1967,9,30,121.4,131.7,TRUE
"519",1967,10,1,126.6,139.7,TRUE
"520",1967,10,2,120.3,135.1,TRUE
"521",1967,10,3,118.6,131.5,TRUE
"522",1967,10,4,115.8,130,TRUE
"523",1967,10,5,114.3,125.7,TRUE
"524",1967,10,6,118.4,129.9,TRUE
"525",1967,10,7,115.3,125.7,TRUE
"526",1967,10,8,111.9,121.6,TRUE
"527",1967,10,9,110.1,122.2,TRUE
"528",1967,10,10,115.4,127.3,TRUE
"529",1967,10,11,128.3,136.6,TRUE
"530",1967,10,12,127.8,135.4,TRUE
"531",1967,10,13,120.1,130.9,TRUE
"532",1967,10,14,118.3,127.8,TRUE
"533",1967,10,15,110.4,122.7,TRUE
"534",1967,10,16,108.3,118,TRUE
"535",1967,10,17,105.8,117.3,TRUE
"536",1967,10,18,105.6,113.3,TRUE
"537",1967,10,19,109.1,119.3,TRUE
"538",1967,10,20,117.6,131.2,TRUE
"539",1967,10,21,115.8,130.1,TRUE
"540",1967,10,22,126.3,137.3,TRUE
"541",1967,10,23,125.9,139.3,TRUE
"542",1967,10,24,124.2,141.3,TRUE
"543",1967,10,25,129.4,142.2,TRUE
"544",1967,10,26,136.6,148.2,TRUE
"545",1967,10,27,143.7,161.2,TRUE
"546",1967,10,28,159.2,177,TRUE
"547",1967,10,29,150,163.5,TRUE
"548",1967,10,30,149.3,159.5,TRUE
"549",1967,10,31,140.3,148.7,TRUE
"550",1967,11,1,129.4,140.3,TRUE
"551",1967,11,2,131.6,141,TRUE
"552",1967,11,3,129.1,137.4,TRUE
"553",1967,11,4,123.2,130.6,TRUE
"554",1967,11,5,117,121.8,TRUE
"555",1967,11,6,113.8,119.7,TRUE
"556",1967,11,7,108.2,113.1,TRUE
"557",1967,11,8,107.3,112.9,TRUE
"558",1967,11,9,103.4,111.1,TRUE
"559",1967,11,10,110.5,117.4,TRUE
"560",1967,11,11,119.4,124.1,TRUE
"561",1967,11,12,121.5,132.8,TRUE
"562",1967,11,13,127.3,134.7,TRUE
"563",1967,11,14,132,136.8,TRUE
"564",1967,11,15,136.9,142.9,TRUE
"565",1967,11,16,145.2,151.7,TRUE
"566",1967,11,17,151.8,155,TRUE
"567",1967,11,18,151.8,156.9,TRUE
"568",1967,11,19,160.2,166.8,TRUE
"569",1967,11,20,161.2,166,TRUE
"570",1967,11,21,153.5,161.4,TRUE
"571",1967,11,22,150.4,159.5,TRUE
"572",1967,11,23,151.4,156.6,TRUE
"573",1967,11,24,145.5,152.7,TRUE
"574",1967,11,25,143.3,154.7,TRUE
"575",1967,11,26,153.9,157.9,TRUE
"576",1967,11,27,153.2,155.1,TRUE
"577",1967,11,28,150.9,157.3,TRUE
"578",1967,11,29,146.2,150.3,TRUE
"579",1967,11,30,138.3,144.5,TRUE
"580",1967,12,1,138.1,140,TRUE
"581",1967,12,2,129.4,131.5,TRUE
"582",1967,12,3,113.9,120.6,TRUE
"583",1967,12,4,117.4,126.4,TRUE
"584",1967,12,5,114.7,121.6,TRUE
"585",1967,12,6,120.1,130.3,TRUE
"586",1967,12,7,123.8,127.7,TRUE
"587",1967,12,8,125,129.6,TRUE
"588",1967,12,9,124.9,130,TRUE
"589",1967,12,10,123.9,127.7,TRUE
"590",1967,12,11,134.1,136.7,TRUE
"591",1967,12,12,134.1,139.2,TRUE
"592",1967,12,13,137.6,143,TRUE
"593",1967,12,14,146.2,153.4,TRUE
"594",1967,12,15,158.1,164.3,TRUE
"595",1967,12,16,185.8,181.4,TRUE
"596",1967,12,17,190.9,202.1,TRUE
"597",1967,12,18,212.8,212.4,TRUE
"598",1967,12,19,200.4,205.4,TRUE
"599",1967,12,20,196.1,201.5,TRUE
"600",1967,12,21,188.2,198,TRUE
"601",1967,12,22,170.7,182.2,TRUE
"602",1967,12,23,155,164.1,TRUE
"603",1967,12,24,138.9,152.9,TRUE
"604",1967,12,25,156,159.5,TRUE
"605",1967,12,26,160.6,165.4,TRUE
"606",1967,12,27,168.1,177.1,TRUE
"607",1967,12,28,175.9,184.1,TRUE
"608",1967,12,29,168.3,176.5,TRUE
"609",1967,12,30,154.4,158.9,TRUE
"610",1967,12,31,152.1,152.6,TRUE
"611",1968,1,1,163.8,171.4,TRUE
"612",1968,1,2,161.9,171.8,TRUE
"613",1968,1,3,166.3,179.3,TRUE
"614",1968,1,4,176.1,183.8,TRUE
"615",1968,1,5,187.2,191.2,TRUE
"616",1968,1,6,194.1,209.7,TRUE
"617",1968,1,7,206.3,223.8,TRUE
"618",1968,1,8,227.5,230.2,TRUE
